Item ID,SKU,Title,Site,URL,Format,Currency,Start Price,BIN Price,Reserve Price,Current Price,Total Qty,Sold Qty,Available Qty,Start Date,End Date,Category 1 Name,Category 1 ID,Category 2 Name,Category 2 ID,Condition ID,Condition Name,Professional Grader,Grade,Certification Number,Card Condition,ePID,UPC,EAN,ISBN,Shipping Profile,Package Weight,Package Dimensions,Watchers,Bids,Picture Count,Gallery URL,Issues,Issue Count
136857501149,NZP-ASSEMBLED-WF,Ideal Assembled New Zealand Pine & Wax Embedded Frames,Australia,https://www.ebay.com/itm/Ideal-Assembled-New-Zealand-Pine-Wax-Embedded-Frames-/136857501149,FixedPriceItem,AUD,7.49,0.0,0.0,7.49,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),6
136857553745,WFFD-SHEETS,Australian Made Wax Foundations Full Depth,Australia,https://www.ebay.com/itm/Australian-Made-Wax-Foundations-Full-Depth-/136857553745,FixedPriceItem,AUD,2.8,0.0,0.0,2.8,25,25,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,3,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock,5
147037107159,WSP-WF,Australian Made Wax Foundations WSP,Australia,https://www.ebay.com/itm/Australian-Made-Wax-Foundations-WSP-/147037107159,FixedPriceItem,AUD,2.8,0.0,0.0,2.8,10,10,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,1,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (1),6
136857624486,WAX-FOUNDATION,Australian Made Wax Foundations Ideal,Australia,https://www.ebay.com/itm/Australian-Made-Wax-Foundations-Ideal-/136857624486,FixedPriceItem,AUD,1.9,0.0,0.0,1.9,1,1,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,3,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock,5
136857764709,HF6-OZ,Honeycomb Plastic Frames with 6 Honeycomb boxes,Australia,https://www.ebay.com/itm/Honeycomb-Plastic-Frames-6-Honeycomb-boxes-/136857764709,FixedPriceItem,AUD,34.95,0.0,0.0,34.95,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,PKX - AU Variable Shipping Policy,2 kg 500 gm,55.00 x 25.00 x 10.00 cm,,0,8,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
137144092797,BEETRAP,Australian Made Beehive with mesh Bottom Board & Beetle Trap,Australia,https://www.ebay.com/itm/Australian-Made-Beehive-mesh-Bottom-Board-Beetle-Trap-/137144092797,FixedPriceItem,AUD,264.99,0.0,0.0,264.99,0,0,0,,,Industrial:Material Handling:Other Material Handling,26224,,,1000,Brand New,,,,,,,,,PKX - AU Variable Shipping Policy,20 kg,55.00 x 42.00 x 35.00 cm,,0,3,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
147041252345,FDA-FRAMES,Full Depth Assembled Plastic Embedded Beehive Frames,Australia,https://www.ebay.com/itm/Full-Depth-Assembled-Plastic-Embedded-Beehive-Frames-/147041252345,FixedPriceItem,AUD,3.49,0.0,0.0,3.49,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,4,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock,5
147041353981,WAX-MACHINE,Wax Embossing Roller Machine | Durable & Efficient Embossing Tool,Australia,https://www.ebay.com/itm/Wax-Embossing-Roller-Machine-Durable-Efficient-Embossing-Tool-/147041353981,FixedPriceItem,AUD,1299.99,0.0,0.0,1299.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,45 kg,60.00 x 45.00 x 45.00 cm,,0,7,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
144161691000,,HONEY BEAR SQUEEZE CONTAINERS 350 ML,Australia,https://www.ebay.com/itm/HONEY-BEAR-SQUEEZE-CONTAINERS-350-ML-/144161691000,FixedPriceItem,AUD,29.99,0.0,0.0,29.99,37,37,0,,,"Collectables:Breweriana, Beer:Cans",3919,,,1000,New,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing SKU; Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),7
136874033953,,Queen Bee Breeding,Australia,https://www.ebay.com/itm/Queen-Bee-Breeding-/136874033953,FixedPriceItem,AUD,39.99,0.0,0.0,39.99,0,0,0,,,"Books, Comics & Magazines:Books",261186,,,1000,Brand new,,,,,,,,,PKX - AU Variable Shipping Policy,1 kg 500 gm,26.00 x 19.00 x 3.00 cm,,0,1,,Missing SKU; Missing UPC/EAN/ISBN; Missing ePID; Out of Stock; Few Images (1),5
144616195636,,Beehive Top Inner Cover For Honey Paw Polystyrene Bee Hive Insulation,Australia,https://www.ebay.com/itm/Beehive-Top-Inner-Cover-Honey-Paw-Polystyrene-Bee-Hive-Insulation-/144616195636,FixedPriceItem,AUD,43.75,0.0,0.0,43.75,2,2,0,,,Industrial:Farming & Agriculture:Other,1269,,,1000,Brand New,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,1,,Missing SKU; Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (1),7
147051041443,,Manuka: The Biography of an extraordinary honey,Australia,https://www.ebay.com/itm/Manuka-Biography-extraordinary-honey-/147051041443,FixedPriceItem,AUD,54.99,0.0,0.0,54.99,0,0,0,,,"Books, Comics & Magazines:Books",261186,,,1000,Brand new,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,1,,Missing SKU; Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (1),7
147053035209,OXALIC-CP-AV,Cordless ProVap 18-20 Oxalic Acid Vaporizer – New Adjustable Dispenser,Australia,https://www.ebay.com/itm/Cordless-ProVap-18-20-Oxalic-Acid-Vaporizer-New-Adjustable-Dispenser-/147053035209,FixedPriceItem,AUD,1357.0,0.0,0.0,1357.0,0,0,0,,,Industrial:Farming & Agriculture:Other,1269,,,1000,Brand New,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,9,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock,5
147122236670,OZBEE-TW,OZ ARMOUR Bee T-Shirts White,Australia,https://www.ebay.com/itm/OZ-ARMOUR-Bee-T-Shirts-White-/147122236670,FixedPriceItem,AUD,55.28,0.0,0.0,55.28,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),6
136897079292,GP-TEL-OZ,Gabled Pigeon Roof/Lid Telescopic with Ventilation Painted White,Australia,https://www.ebay.com/itm/Gabled-Pigeon-Roof-Lid-Telescopic-Ventilation-Painted-White-/136897079292,FixedPriceItem,AUD,91.99,0.0,0.0,91.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,PKX - AU Variable Shipping Policy,4 kg 700 gm,65.00 x 52.00 x 23.00 cm,,0,4,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
147060669200,MESH-10FRAME-OZ,Mesh Bottom Board for Standard 10 Frames Box with Varroa Pest Control & Pollen T,Australia,https://www.ebay.com/itm/Mesh-Bottom-Board-Standard-10-Frames-Box-Varroa-Pest-Control-Pollen-T-/147060669200,FixedPriceItem,AUD,104.34,0.0,0.0,104.34,0,0,0,,,"Home & Garden:Yard, Garden & Outdoor Living:Weed & Pest Control:Protective Netting & Mesh",181046,,,1000,Brand New,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,5,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock,5
147062557207,HDE-GPR,Hive Doctor USA Queen Excluder With Gated Plastic Rim,Australia,https://www.ebay.com/itm/Hive-Doctor-USA-Queen-Excluder-Gated-Plastic-Rim-/147062557207,FixedPriceItem,AUD,27.49,0.0,0.0,27.49,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,PKX - AU Variable Shipping Policy,3 kg,55.00 x 45.00 x 5.00 cm,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock; Few Images (2),4
147066195815,QE-8F10F,Queen Excluder Stainless Steel 10/8 Frames,Australia,https://www.ebay.com/itm/Queen-Excluder-Stainless-Steel-10-8-Frames-/147066195815,FixedPriceItem,AUD,21.99,0.0,0.0,21.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),6
147066226372,QE-PLASTIC,Queen Excluder Plastic,Australia,https://www.ebay.com/itm/Queen-Excluder-Plastic-/147066226372,FixedPriceItem,AUD,10.99,0.0,0.0,10.99,2,2,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),6
147234846414,BEEHB-P,Australian Made Plastic Beehive Box By Parker Engineering,Australia,https://www.ebay.com/itm/Australian-Made-Plastic-Beehive-Box-Parker-Engineering-/147234846414,FixedPriceItem,AUD,74.99,0.0,0.0,74.99,0,0,0,,,Industrial:Material Handling:Other Material Handling,26224,,,1000,Brand New,,,,,,,,,PKX - AU Variable Shipping Policy,5 kg,52.00 x 42.00 x 28.00 cm,,0,1,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock; Few Images (1),4
147074920716,H-COAT,Hive Coat Australian Made,Australia,https://www.ebay.com/itm/Hive-Coat-Australian-Made-/147074920716,FixedPriceItem,AUD,30.49,0.0,0.0,30.49,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Work Gloves,67023,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,2,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (2),6
147076437004,DR-BOARD,Spare Pest Checking Tray for Hive Dr. Smart Bottom Board,Australia,https://www.ebay.com/itm/Spare-Pest-Checking-Tray-Hive-Dr-Smart-Bottom-Board-/147076437004,FixedPriceItem,AUD,7.99,0.0,0.0,7.99,3,3,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,,,,0,1,,Missing UPC/EAN/ISBN; Missing ePID; Missing Package Weight; Missing Package Dimensions; Out of Stock; Few Images (1),6
147078438191,STKIT2-SUIT,Flat Pack Beekeeping Starter Kit 2 New Zealand Pine Beehive Tools & Poly Cotton,Australia,https://www.ebay.com/itm/Flat-Pack-Beekeeping-Starter-Kit-2-New-Zealand-Pine-Beehive-Tools-Poly-Cotton-/147078438191,FixedPriceItem,AUD,439.99,0.0,0.0,439.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,30 kg,60.00 x 45.00 x 40.00 cm,,0,9,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
136927361316,QSTKIT3L,Quick Beekeeping Starter Kit with 3 Layer Mesh SUIT,Australia,https://www.ebay.com/itm/Quick-Beekeeping-Starter-Kit-3-Layer-Mesh-SUIT-/136927361316,FixedPriceItem,AUD,698.99,0.0,0.0,698.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,32 kg,60.00 x 45.00 x 40.00 cm,,0,10,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
147078464081,STKIT3-3LSUIT,Beekeeping Starter Kit 3 New Zealand Pine Beehive Tools & 3 Layer Mesh Suit,Australia,https://www.ebay.com/itm/Beekeeping-Starter-Kit-3-New-Zealand-Pine-Beehive-Tools-3-Layer-Mesh-Suit-/147078464081,FixedPriceItem,AUD,582.99,0.0,0.0,582.99,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,30 kg,60.00 x 45.00 x 40.00 cm,,0,11,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
136927374252,ALLSTKIT3HEX,All In One Beekeeping starter kit with 3 Frames Manual Honey Extractor,Australia,https://www.ebay.com/itm/All-One-Beekeeping-starter-kit-3-Frames-Manual-Honey-Extractor-/136927374252,FixedPriceItem,AUD,1399.0,0.0,0.0,1399.0,0,0,0,,,Industrial:Facility Maintenance & Safety:Personal Protective Equipment (PPE):Other Personal Protective Equipment,11900,,,1000,New with tags,,,,,,,,,FREE SHIPPING AU(EXPRESS OPTIONAL) Copy,100 kg,80.00 x 60.00 x 60.00 cm,,0,11,,Missing UPC/EAN/ISBN; Missing ePID; Out of Stock,3
